year,sector,trq_value,total_value,trq_share
1995,"Raw Hides, Skins, Leather, & Furs",0.0,1805.2166666666667,0.0
1995,Stone / Glass,0.0,8403.166666666666,0.0
1995,Textiles,0.0,24160.100000000002,0.0
1995,Transportation,0.0,6405.083333333333,0.0
1995,Unknown,0.0,262.40000000000003,0.0
1995,Vegetable Products,0.0,7632.25,0.0
1995,Wood & Wood Products,0.0,7784.0287301587305,0.0
1996,Chemicals & Allied Industries,0.0,6856737.466666667,0.0
1996,Foodstuffs,0.0,3185704.825,0.0
1996,Footwear / Headgear,0.0,471367.1,0.0
1996,Machinery / Electrical,0.0,7594242.03,0.0
1996,Metals,0.0,5217946.458333333,0.0
1996,Mineral Products,0.0,1117943.3333333333,0.0
1996,Miscellaneous,0.0,3315223.8866666667,0.0
1996,Plastics / Rubbers,0.0,2293587.54,0.0
1996,"Raw Hides, Skins, Leather, & Furs",0.0,675077.9416666667,0.0
1996,Stone / Glass,0.0,2161071.4166666665,0.0
1996,Textiles,0.0,6676209.85,0.0
1996,Transportation,0.0,1210312.0333333334,0.0
1996,Unknown,0.0,237.79999999999998,0.0
1996,Vegetable Products,0.0,1630521.0,0.0
1996,Wood & Wood Products,0.0,1968504.038888889,0.0
1997,Chemicals & Allied Industries,0.0,23557.4,0.0
1997,Foodstuffs,0.0,11478.4,0.0
1997,Footwear / Headgear,0.0,1301.95,0.0
1997,Machinery / Electrical,0.0,28010.968333333334,0.0
1997,Metals,0.0,17880.858333333334,0.0
1997,Mineral Products,0.0,1855.5666666666666,0.0
1997,Miscellaneous,0.0,11003.206666666667,0.0
1997,Plastics / Rubbers,0.0,9244.163333333334,0.0
1997,"Raw Hides, Skins, Leather, & Furs",0.0,1419.9083333333333,0.0
1997,Stone / Glass,0.0,6835.349999999999,0.0
1997,Textiles,0.0,18590.033333333333,0.0
1997,Transportation,0.0,5815.342424242424,0.0
1997,Unknown,0.0,205.0,0.0
1997,Vegetable Products,0.0,7073.733333333334,0.0
1997,Wood & Wood Products,0.0,5947.749761904762,0.0
1998,Chemicals & Allied Industries,0.0,4928279.091666667,0.0
1998,Foodstuffs,0.0,2749294.675,0.0
1998,Footwear / Headgear,0.0,353047.55,0.0
1998,Machinery / Electrical,0.0,5053264.533333333,0.0
1998,Metals,0.0,3829582.6666666665,0.0
1998,Mineral Products,0.0,858963.9333333333,0.0
1998,Miscellaneous,0.0,2349397.441666667,0.0
1998,Plastics / Rubbers,0.0,1566309.5833333333,0.0
1998,"Raw Hides, Skins, Leather, & Furs",0.0,446103.35,0.0
1998,Stone / Glass,0.0,1413562.55,0.0
1998,Textiles,0.0,4558050.816666666,0.0
1998,Transportation,0.0,862711.9415151515,0.0
1998,Unknown,0.0,176.29999999999998,0.0
1998,Vegetable Products,0.0,1293850.9333333333,0.0
1998,Wood & Wood Products,0.0,1315723.9232539684,0.0
1999,Chemicals & Allied Industries,0.0,24553.61666666667,0.0
1999,Foodstuffs,0.0,19135.7,0.0
1999,Footwear / Headgear,0.0,2519.8,0.0
1999,Machinery / Electrical,0.0,34049.806666666664,0.0
1999,Metals,0.0,22346.916666666668,0.0
1999,Mineral Products,0.0,1928.2,0.0
1999,Miscellaneous,0.0,15526.096666666666,0.0
1999,Plastics / Rubbers,0.0,11963.8,0.0
1999,"Raw Hides, Skins, Leather, & Furs",0.0,2619.65,0.0
1999,Stone / Glass,0.0,9867.966666666667,0.0
1999,Textiles,0.0,31062.166666666668,0.0
1999,Transportation,0.0,7623.283939393939,0.0
1999,Unknown,0.0,147.6,0.0
1999,Vegetable Products,0.0,11143.466666666667,0.0
1999,Wood & Wood Products,0.0,8005.510158730159,0.0
2000,Chemicals & Allied Industries,0.0,22325.125,0.0
2000,Foodstuffs,105.0,21419.05,0.004902178201180725
2000,Footwear / Headgear,0.0,3947.85,0.0
2000,Machinery / Electrical,0.0,30909.47,0.0
2000,Metals,0.0,22346.308333333334,0.0
2000,Mineral Products,0.0,1829.5833333333333,0.0
2000,Miscellaneous,0.0,13858.211666666666,0.0
2000,Plastics / Rubbers,0.0,14510.853333333333,0.0
2000,"Raw Hides, Skins, Leather, & Furs",0.0,3021.8166666666666,0.0
2000,Stone / Glass,0.0,10028.316666666668,0.0
2000,Textiles,0.0,71434.02333333333,0.0
2000,Transportation,0.0,9138.049696969698,0.0
2000,Unknown,0.0,114.8,0.0
2000,Vegetable Products,0.0,11097.116666666667,0.0
2000,Wood & Wood Products,0.0,8490.709682539682,0.0
2001,Chemicals & Allied Industries,179.1,23648.11642857143,0.007573541873449721
2001,Foodstuffs,2094.2,49106.25833333333,0.042646295422969674
2001,Footwear / Headgear,0.0,5729.15,0.0
2001,Machinery / Electrical,100.0,29040.73,0.003443439610505659
2001,Metals,0.0,24652.64285714286,0.0
2001,Mineral Products,0.0,2480.27,0.0
2001,Miscellaneous,515.0,13501.016666666666,0.03814527547925403
2001,Plastics / Rubbers,685.0,17122.29,0.040006330928865234
2001,"Raw Hides, Skins, Leather, & Furs",0.0,4376.808333333333,0.0
2001,Stone / Glass,60.0,14716.166666666666,0.004077148713999343
2001,Textiles,8309.375,89538.95833333333,0.09280178320889185
2001,Transportation,105.0,9878.978787878788,0.010628628955943489
2001,Unknown,0.0,86.10000000000001,0.0
2001,Vegetable Products,337.0,15058.443333333333,0.02237947127336978
2001,Wood & Wood Products,10.0,8399.303174603174,0.0011905749551030405
2002,Chemicals & Allied Industries,179.1,18574.83238095238,0.009642078933840536
2002,Foodstuffs,1994.2,46610.443333333336,0.04278440318060337
2002,Footwear / Headgear,0.0,5062.42,0.0
2002,Machinery / Electrical,75.0,21217.320666666667,0.0035348478339128023
2002,Metals,0.0,19590.229523809525,0.0
2002,Mineral Products,0.0,1988.7060233918128,0.0
2002,Miscellaneous,515.0,9947.48,0.05177190605057764
2002,Plastics / Rubbers,685.0,15154.250476190477,0.04520183964731441
2002,"Raw Hides, Skins, Leather, & Furs",0.0,3654.7883333333334,0.0
2002,Stone / Glass,60.0,12426.69,0.004828317114211427
2002,Textiles,5563.25,74771.54666666666,0.07440330243269008
2002,Transportation,105.0,8632.871212121212,0.012162813207797189
2002,Unknown,0.0,57.4,0.0
2002,Vegetable Products,337.0,13969.853333333333,0.024123374237286197
2002,Wood & Wood Products,10.0,6468.068654453277,0.0015460565640587288
2003,Chemicals & Allied Industries,179.1,65125.93666666667,0.0027500564163350995
2003,Foodstuffs,1992.55,93986.96833333334,0.02120027952102083
2003,Footwear / Headgear,0.0,10354.01,0.0
2003,Machinery / Electrical,50.0,76552.124,0.0006531497414754946
2003,Metals,0.0,127166.43666666666,0.0
2003,Mineral Products,0.0,15961.807953216374,0.0
2003,Miscellaneous,515.0,48698.01666666667,0.010575379353231702
2003,Plastics / Rubbers,685.0,39268.479166666664,0.017444016537861422
2003,"Raw Hides, Skins, Leather, & Furs",0.0,9030.26,0.0
2003,Stone / Glass,60.0,33656.95,0.0017826927276535754
2003,Textiles,2817.125,138304.13166666665,0.02036905887084911
2003,Transportation,105.0,33082.56896969697,0.003173876856303937
2003,Unknown,0.0,28.7,0.0
2003,Vegetable Products,337.0,31587.922,0.01066863467625379
2003,Wood & Wood Products,10.0,22322.42145831608,0.0004479800732493814
2004,Chemicals & Allied Industries,29050.81,193232.035,0.15034158285400245
2004,Foodstuffs,72798.51,213785.28333333333,0.3405216152624163
2004,Footwear / Headgear,4331.4,21335.06,0.20301794323521938
2004,Machinery / Electrical,33037.4,141588.17633333334,0.23333445528828514
2004,Metals,28329.05,131517.06,0.2154020930820686
2004,Mineral Products,3980.95,17974.71461988304,0.22147500442629578
2004,Miscellaneous,19086.7,82758.62833333333,0.23063093703200377
2004,Plastics / Rubbers,16051.03,79490.69083333333,0.20192339293734282
2004,"Raw Hides, Skins, Leather, & Furs",2961.1,18108.12,0.16352332544736836
2004,Stone / Glass,11531.6,66769.61,0.17270731400108522
2004,Textiles,48128.42,237122.27,0.2029687890555366
2004,Transportation,17303.25,59088.99006060606,0.29283374080776303
2004,Unknown,0.0,52.0,0.0
2004,Vegetable Products,4666.6,85109.808,0.0548303434076599
2004,Wood & Wood Products,10750.85,46724.15120223883,0.23009192726619002
2005,Chemicals & Allied Industries,60601.49333333333,168855.53833333333,0.35889550281555765
2005,Foodstuffs,119528.80272186147,250556.52605519482,0.47705324065488763
2005,Footwear / Headgear,10923.8,25265.62,0.4323582797493194
2005,Machinery / Electrical,55959.63333335,123198.24700001666,0.4542242661402677
2005,Metals,57158.28712121212,140437.08712121213,0.4070027960055768
2005,Mineral Products,5604.5,17042.54461988304,0.32885347376244467
2005,Miscellaneous,40873.3,90928.69,0.4495093902705516
2005,Plastics / Rubbers,31635.7,86778.01916666667,0.364558909085493
2005,"Raw Hides, Skins, Leather, & Furs",12730.4875,22996.1475,0.5535921832124272
2005,Stone / Glass,27908.511666666665,77093.10166666667,0.3620104920325664
2005,Textiles,75976.7,251455.35,0.30214787635260093
2005,Transportation,24312.790476177142,61024.69162769229,0.39840906734126424
2005,Unknown,52.0,52.0,1.0
2005,Vegetable Products,18272.679545454546,95453.23954545455,0.1914306903827308
2005,Wood & Wood Products,20352.575,52073.33348584411,0.3908444809958777
2006,Chemicals & Allied Industries,2710715.0433333335,3375035022.307764,0.0008031664932116214
2006,Foodstuffs,703401.8383008658,273455432.182123,0.00257227231760529
2006,Footwear / Headgear,165999.35,3732853.2637524684,0.04446982998552919
2006,Machinery / Electrical,1885827.5750000044,20631613218.93657,9.140475613749446e-05
2006,Metals,1676345.565909091,1001429466.4277227,0.0016739527067132487
2006,Mineral Products,529776.95,5588949103.373917,9.47900831088596e-05
2006,Miscellaneous,1251276.75,973268066.0634053,0.0012856445142200765
2006,Plastics / Rubbers,659980.375,4085259146.6117496,0.0001615516546967106
2006,"Raw Hides, Skins, Leather, & Furs",260944.54166666666,159329337.75541383,0.0016377683190225904
2006,Stone / Glass,896106.3066666666,138539332.2081485,0.0064682447387599
2006,Textiles,2606804.525,139250990.4571362,0.018720186595745744
2006,Transportation,382847.0142857077,157970138.42636597,0.002423540411494687
2006,Unknown,52.0,232563509.52060387,2.2359483698534866e-07
2006,Vegetable Products,654938.759090909,758260075.424734,0.0008637389469886697
2006,Wood & Wood Products,626289.95,126280821.56966628,0.004959501705922066
2007,Chemicals & Allied Industries,61848.49354312354,3772970316.608985,1.639252057480029e-05
2007,Foodstuffs,5622442.320982895,585119427.7210746,0.009609050827249412
2007,Footwear / Headgear,19046.355454545454,95916395.99127272,0.00019857246780079655
2007,Machinery / Electrical,40856.816666666666,13787454678.631975,2.963332799199495e-06
2007,Metals,56137.003281778714,2407455775.7344666,2.331797902482858e-05
2007,Mineral Products,2420.3688461538463,3335777729.4950323,7.255785734022033e-07
2007,Miscellaneous,34594.86409090909,1037777731.296241,3.3335523636355364e-05
2007,Plastics / Rubbers,35569.54576923077,3260252700.185194,1.0910057912753293e-05
2007,"Raw Hides, Skins, Leather, & Furs",15509.603106060606,216595696.79644075,7.160623842234833e-05
2007,Stone / Glass,38399.82272727273,411153174.82227486,9.339541824983218e-05
2007,Textiles,81703.23,837876564.0269878,9.751225121671784e-05
2007,Transportation,21953.914761898097,1978574628.665662,1.1095823449784997e-05
2007,Unknown,52.0,137483961.19049057,3.782259366818179e-07
2007,Vegetable Products,50085.81166666667,1022045864.2130656,4.900544429601575e-05
2007,Wood & Wood Products,17324.695454545454,932902528.3047696,1.857074552689566e-05
2008,Chemicals & Allied Industries,2377036.6335431235,4268944115.6043324,0.0005568207428282575
2008,Foodstuffs,9191521.93515159,992313045.8078372,0.009262724070778307
2008,Footwear / Headgear,151234.81545454546,116160792.85788783,0.0013019437258797596
2008,Machinery / Electrical,2552220.723333333,14322928971.155193,0.00017819125742180427
2008,Metals,2203309.9045257983,2843759014.110518,0.000774787840176731
2008,Mineral Products,371994.24384615384,6707457127.518643,5.545980194490925e-05
2008,Miscellaneous,1073495.949090909,1201023968.8478394,0.0008938172567203052
2008,Plastics / Rubbers,723313.5841025641,3517925180.3012857,0.00020560800671736213
2008,"Raw Hides, Skins, Leather, & Furs",173056.69727272727,230881627.7106365,0.000749547285285163
2008,Stone / Glass,1230177.8343939395,476845504.507315,0.0025798247498736103
2008,Textiles,2503042.45,978258634.793752,0.0025586714606692135
2008,Transportation,440952.75190476194,2637453588.8137145,0.0001671888194639647
2008,Unknown,52.0,182955854.96429196,2.8422156814904335e-07
2008,Vegetable Products,1502694.0012121212,738054256.8603408,0.002036021047564353
2008,Wood & Wood Products,661169.4354545454,1160252478.6836905,0.0005698496211830065
2009,Chemicals & Allied Industries,72538.78614801865,587333895.6401522,0.00012350519301964775
2009,Foodstuffs,5784992.265133193,191358958.113892,0.03023110243780755
2009,Footwear / Headgear,24958.298181818183,38866917.02393876,0.0006421476178943127
2009,Machinery / Electrical,35553.138333333336,1092259481.109804,3.255008443342522e-05
2009,Metals,129048.85465400363,543668590.2875706,0.00023736676526731832
2009,Mineral Products,1699.1307692307691,87565368.49394439,1.940414113997902e-05
2009,Miscellaneous,28417.133636363636,307130649.1495983,9.252457778162712e-05
2009,Plastics / Rubbers,130716.83448717948,429353104.8396057,0.00030445065614702295
2009,"Raw Hides, Skins, Leather, & Furs",17667.920075757575,28638973.62761416,0.0006169187592226378
2009,Stone / Glass,387911.14075757575,152116828.80791125,0.00255008695485901
2009,Textiles,100170.55,311999755.02629316,0.00032105970721534163
2009,Transportation,25316.420714285716,232997050.65137306,0.0001086555415337251
2009,Unknown,52.0,578.0,0.08996539792387544
2009,Vegetable Products,177845.90893939394,60620254.540538974,0.0029337704087082296
2009,Wood & Wood Products,19319.32318181818,286878818.7768204,6.734314950190797e-05
2010,Chemicals & Allied Industries,75296.62708624708,4586543.288524491,0.01641685739119456
2010,Foodstuffs,580664.7035023423,3364391.606067993,0.17259129479905358
2010,Footwear / Headgear,26362.28090909091,344336.0880032864,0.07655973866102384
2010,Machinery / Electrical,56114.66166666667,524192641.0743053,0.00010704969369974866
2010,Metals,95789.66678220876,3785150.5108096306,0.025306699564165994
2010,Mineral Products,4672.167692307692,548764.0406005378,0.0085139829628682
2010,Miscellaneous,57881.41818181818,35166157.522671245,0.0016459409346756936
2010,Plastics / Rubbers,78184.79320512821,2256489.742285677,0.03464885824206411
2010,"Raw Hides, Skins, Leather, & Furs",18270.69287878788,562835.0651816583,0.03246189516086903
2010,Stone / Glass,47820.31378787879,1365907.67097111,0.03500991670533654
2010,Textiles,119690.98,4642235.918925526,0.025783045517364232
2010,Transportation,41260.38452380286,1119216.7552942922,0.03686540996516234
2010,Unknown,52.0,237579.4780058651,0.00021887412345739847
2010,Vegetable Products,64961.82,1433427.6203501418,0.04531921882747861
2010,Wood & Wood Products,35328.19757575758,1707736.2694215032,0.02068715070842
2011,Chemicals & Allied Industries,9857221.042191142,2312375020.77467,0.00426281245629823
2011,Foodstuffs,27782242.56158222,388871670.261409,0.07144321555464897
2011,Footwear / Headgear,81440.37363636364,7727695.651628685,0.01053876566932334
2011,Machinery / Electrical,1137078.505,3650942220.2119,0.0003114479595719277
2011,Metals,1073785.1052437471,864737619.3343738,0.0012417467232086956
2011,Mineral Products,268789.3746153846,2601636261.5984173,0.00010331550900595278
2011,Miscellaneous,648375.7727272727,714403901.4478725,0.000907575912468029
2011,Plastics / Rubbers,2769289.0919230767,821828345.6730081,0.003369668503774061
2011,"Raw Hides, Skins, Leather, & Furs",107724.67568181817,9558879.182341238,0.01126959276573191
2011,Stone / Glass,1313905.665151515,75476966.22881027,0.017408034938346327
2011,Textiles,136373795.59000003,289871471.23302376,0.4704629779878234
2011,Transportation,176292.13166666,2009408518.6612885,8.773334542450811e-05
2011,Unknown,52.0,46463.40572892583,0.0011191603194861664
2011,Vegetable Products,262389834.46772727,632178710.0168209,0.415056423619115
2011,Wood & Wood Products,416336.2853030303,290683536.50637597,0.0014322664788891414
2012,Chemicals & Allied Industries,22229546.70579006,751755806.5594146,0.029570169610699457
2012,Foodstuffs,242240616.89812753,2604511902.9325566,0.09300806674193968
2012,Footwear / Headgear,193500.12517677082,1327034.3135759712,0.1458139576325983
2012,Machinery / Electrical,37891.645,834079436.2610362,4.542930007944868e-05
2012,Metals,66672.55870528567,2096508633.4934433,3.18017095852299e-05
2012,Mineral Products,3467.6115384615387,47910142674.39016,7.237739954206215e-08
2012,Miscellaneous,53901.067272727276,168241518.20757544,0.00032037910645946763
2012,Plastics / Rubbers,439918024.5948612,502026124.1415814,0.8762851242992198
2012,"Raw Hides, Skins, Leather, & Furs",22938.648484848483,26787433.00829216,0.0008563212636965897
2012,Stone / Glass,2047098.262285089,240454378.0549406,0.008513458057383985
2012,Textiles,124608.55666666667,209303774.83020762,0.0005953478706619229
2012,Transportation,22008.99166666,44891947.13857043,0.0004902659178209321
2012,Unknown,112.0,43604.81897885508,0.002568523448160884
2012,Vegetable Products,68774584.26758824,1455841288.7140312,0.04724044083702144
2012,Wood & Wood Products,21472.851363636364,773221531.4341298,2.7770632982516242e-05
2013,Chemicals & Allied Industries,19132617.120556712,659701184.4680885,0.0290019444727588
2013,Foodstuffs,214906834.06478804,2255774064.3972096,0.09526966262120568
2013,Footwear / Headgear,97035.15446203087,726565.5358829313,0.13355320293868958
2013,Machinery / Electrical,14879.415,73326322.3167366,0.00020292051380577426
2013,Metals,43447.569395531136,1798641681.2744055,2.4155767014554503e-05
2013,Mineral Products,1041.7884615384617,43683902305.23514,2.3848337867324923e-08
2013,Miscellaneous,33813.461818181815,119261297.6971324,0.00028352418153332614
2013,Plastics / Rubbers,417748254.99278986,472696014.8334467,0.8837566678872519
2013,"Raw Hides, Skins, Leather, & Furs",15081.247121212122,22308238.994044803,0.0006760393379879994
2013,Stone / Glass,1709594.5898022274,216955778.13497505,0.007879921910808177
2013,Textiles,56035.16333333333,155241837.29826897,0.0003609540076859046
2013,Transportation,16325.55166666,51894392.70725744,0.0003145918241832873
2013,Unknown,52.0,187871.51521402784,0.0002767849077107848
2013,Vegetable Products,71756908.5340324,1398979556.1611278,0.051292321047876545
2013,Wood & Wood Products,12161.844567102424,516006828.2474707,2.356915432380625e-05
2014,Chemicals & Allied Industries,17211867.196656805,589470067.3879297,0.02919888243507654
2014,Foodstuffs,215325680.30419058,2248099408.0428147,0.09578120946691239
2014,Footwear / Headgear,43005.81707609866,1090565.6415625298,0.03943441406652168
2014,Machinery / Electrical,10144.095,69778094.45928848,0.0001453764978623556
2014,Metals,117449.75619040293,1800467685.330788,6.523291539599317e-05
2014,Mineral Products,835.9653846153847,40784813048.866936,2.049697723546655e-08
2014,Miscellaneous,30052.546363636364,145992817.0011514,0.00020584948616615397
2014,Plastics / Rubbers,379946612.77286196,448785556.71374166,0.84661060742472
2014,"Raw Hides, Skins, Leather, & Furs",13734.415757575758,13752302.48456928,0.0009986993649235398
2014,Stone / Glass,2265749.5720443497,267660811.08076313,0.00846500301219176
2014,Textiles,71568.62,171120779.33140075,0.0004182345374982004
2014,Transportation,15033.18166666,53071887.133469686,0.00028326073329281245
2014,Unknown,52.0,160.184,0.3246266793187834
2014,Vegetable Products,41746898.101433896,976743841.4503286,0.04274088694477517
2014,Wood & Wood Products,10096.617770558485,494149747.98217595,2.0432303794117633e-05
2015,Chemicals & Allied Industries,40902.755705960706,465259.21727662155,0.08791390731683629
2015,Foodstuffs,297179.6441991407,1172057.025234283,0.2535539123104845
2015,Footwear / Headgear,16575.754545454547,68430.47853614009,0.24222765790977802
2015,Machinery / Electrical,8615.15,355863.1023613165,0.024209169039539333
2015,Metals,34420.69261535606,369730.32256632484,0.09309675326719094
2015,Mineral Products,740.6673076923078,30427.00887067255,0.024342429150379256
2015,Miscellaneous,32396.42090909091,297918.71781543083,0.10874248233426347
2015,Plastics / Rubbers,62399.713461538464,353293.4690260283,0.17662288984159305
2015,"Raw Hides, Skins, Leather, & Furs",11469.072727272727,57087.534040372484,0.20090327809853833
2015,Stone / Glass,58252.10227272727,341077.06833392184,0.1707886799815495
2015,Textiles,31245.096666666668,540920.9837067933,0.05776277424579095
2015,Transportation,14543.058095231429,355855.59962627315,0.040867863567426915
2015,Unknown,52.0,154.73,0.3360692819750533
2015,Vegetable Products,191009.72458874458,669406.6355031894,0.2853418452375567
2015,Wood & Wood Products,8526.100974025545,137363.15492236207,0.06206978122222451
2016,Chemicals & Allied Industries,39022.9086680018,585742.036886919,0.06662132169205298
2016,Foodstuffs,293553.3836480719,1249001.164632206,0.23503051234905348
2016,Footwear / Headgear,14410.068484851672,80522.57138030206,0.17895688423552694
2016,Machinery / Electrical,7434.6159091192,443758.6328724839,0.01675373808728938
2016,Metals,21317.741737328804,437583.80605420284,0.04871693477314882
2016,Mineral Products,491.96923076923076,32660.947723023804,0.015062919635440495
2016,Miscellaneous,31964.153636384453,367965.1238344105,0.08686734575086734
2016,Plastics / Rubbers,59764.69399769104,401789.8065220361,0.1487461678409038
2016,"Raw Hides, Skins, Leather, & Furs",11534.256060604765,71119.96398487694,0.1621802854548327
2016,Stone / Glass,68127.1057576463,390835.7757654745,0.17431133479071978
2016,Textiles,22069.810000009733,751020.565976734,0.029386425618460943
2016,Transportation,8994.655649352086,385200.2103031493,0.023350599009988513
2016,Unknown,0.0,62.275999999999996,0.0
2016,Vegetable Products,219673.4464935192,678384.3235349405,0.3238185772761372
2016,Wood & Wood Products,9148.220238104006,168742.67729036033,0.05421402803964289
2017,Chemicals & Allied Industries,35259.80568598042,450949.99209432607,0.07819005722169978
2017,Foodstuffs,290037.99832166807,1136389.0919467001,0.25522772118906584
2017,Footwear / Headgear,13516.1909090902,65114.59059077221,0.20757545715116058
2017,Machinery / Electrical,5899.9863636292,356671.19060996047,0.016541808026432837
2017,Metals,18063.042470846944,341186.75330954813,0.05294180473196422
2017,Mineral Products,566.4711538461538,26381.142122760608,0.021472578829611205
2017,Miscellaneous,28353.2118181725,299191.73323428485,0.0947660268272528
2017,Plastics / Rubbers,56956.76786712523,323000.1620508842,0.17633665415360528
2017,"Raw Hides, Skins, Leather, & Furs",11849.4181818172,56505.55433332888,0.20970360032072127
2017,Stone / Glass,53463.43878785573,306161.83849943907,0.1746247639806804
2017,Textiles,12945.83181817425,533544.9371749015,0.02426380781855395
2017,Transportation,8013.137445874143,328795.6035468683,0.024371181851073342
2017,Unknown,0.0,56.822,0.0
2017,Vegetable Products,186569.30142856913,560403.1767209101,0.3329197784356666
2017,Wood & Wood Products,9956.404653670666,135482.6954194879,0.07348838626839523
2018,Chemicals & Allied Industries,34984.321794869364,707159499.5821896,4.9471613993079525e-05
2018,Foodstuffs,4140999.2119996524,268394856.31128216,0.015428757722528615
2018,Footwear / Headgear,12801.5712121212,13985352.257795813,0.0009153556504081088
2018,Machinery / Electrical,7661.2369696903,1073400479.7362334,7.137351915077302e-06
2018,Metals,16420.71638694279,285064662.8622009,5.760347923194007e-05
2018,Mineral Products,566.723076923077,2369440647.4226766,2.3918011094285967e-07
2018,Miscellaneous,27592.7672727242,431402493.55768764,6.39606114586226e-05
2018,Plastics / Rubbers,56506.68158507731,179676290.84177268,0.00031449158550828765
2018,"Raw Hides, Skins, Leather, & Furs",11214.5530303038,27503064.879129205,0.00040775648385333235
2018,Stone / Glass,49600.52636364,145904797.43748587,0.0003399513054729524
2018,Textiles,12069.419696964867,80861803.95645241,0.00014925983723371758
2018,Transportation,7986.0287878756,1177719260.1663795,6.780927389051439e-06
2018,Unknown,0.0,51.367999999999995,0.0
2018,Vegetable Products,452634.46424242394,7586404.648120914,0.059663896830831134
2018,Wood & Wood Products,11997.0557359368,46195007.92052055,0.00025970459311486596
2019,Chemicals & Allied Industries,3332591.3905011667,673110907.0957711,0.004951028657194232
2019,Foodstuffs,3614121.7637728793,262377336.64488766,0.013774519590708328
2019,Footwear / Headgear,183856.3015151512,13648030.232868623,0.013471270093787534
2019,Machinery / Electrical,4324591.5884848535,976402774.3162692,0.004429106207234171
2019,Metals,2297986.055303025,213376424.23924524,0.010769634290648911
2019,Mineral Products,441578.775,222419791.1126949,0.001985339401637431
